7/22/12,DJ Greg J,contributors/logo-djgregj.png,Bachman Turner Overdrive,Aint Seen Nothing Yet (ReDrum) (QH),Rock,Quick Hitter,1974,117,aint-seen-nothin-yet-redrum-qh-greg-j.mp3,aint-seen-nothin-yet-redrum-qh-greg-j.mp3,19,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Color Me Badd,All 4 Love,R&B,,1991,106,all-4-love-marty-mar-edit.mp3,all-4-love-marty-mar-edit.mp3,20,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Queen,Another One Bites The Dust (SE),Rock,,1980,115,another-one-bites-the-dust-se-greg-j.mp3,another-one-bites-the-dust-se-greg-j.mp3,21,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Creedence Clearwater Revival,Bad Moon Rising (ReDrum) (SE),Rock,,1969,88,bad-moon-rising-redrum-se-marty-mar.mp3,bad-moon-rising-redrum-se-marty-mar.mp3,22,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Frankie Valli & The Four Seasons,Big Girls Dont Cry (Bmore Intro) (QH),60s,Quick Hitter,1962,131,big-girls-dont-cry-bmore-intro-qh-marty-mar.mp3,big-girls-dont-cry-bmore-intro-qh-marty-mar.mp3,23,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Crazytown vs. Jim Jones,Butterfly High,,Mashup,,95,butterfly-high-marty-mar-mashup.mp3,butterfly-high-marty-mar-mashup.mp3,24,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Mann vs. Adele,Buzzin In The Deep,,Mashup,,106,buzzin-in-the-deep-marty-mar-edit.mp3,buzzin-in-the-deep-marty-mar-edit.mp3,25,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Cameo,Candy (SE),80s,,1986,110,candy-se-marty-mar.mp3,candy-se-marty-mar.mp3,26,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Barry White,Cant Get Enough Of Your Love (ReDrum),70s,,1974,111,cant-get-enough-of-your-love-redrum-greg-j.mp3,cant-get-enough-of-your-love-redrum-greg-j.mp3,27,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Kool & The Gang,Celebration (SE),80s,,1980,120,celebration-se-marty-mar.mp3,celebration-se-marty-mar.mp3,28,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Robbie Nevil,CEst La Vie (ReDrum) (QH),80s,Quick Hitter,1986,102,cest-la-vie-redrum-qh-marty-mar.mp3,cest-la-vie-redrum-qh-marty-mar.mp3,29,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Van McCoy vs. Jay-Z,Change Hustles (DIRTY),,Mashup,,104,change-hustles-marty-mar-dirty.mp3,change-hustles-marty-mar-dirty.mp3,30,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Bananarama,Cruel Summer,80s,,1984,108,cruel-summer-greg-j-edit.mp3,cruel-summer-greg-j-edit.mp3,31,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Jackson 5,Dancing Machine (SE),70s,,1974,110,dancing-machine-se-greg-j.mp3,dancing-machine-se-greg-j.mp3,32,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Faith No More,Epic (QH),Alternative,Quick Hitter,1989,87,epic-qh-greg-j.mp3,epic-qh-greg-j.mp3,33,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Paul Young,Everytime You Go Away (ReDrum) (QH),Rock,Quick Hitter,1985,82,everytime-you-go-away-redrum-qh-marty-mar.mp3,everytime-you-go-away-redrum-qh-marty-mar.mp3,34,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Roxette,The Look (ReDrum) (SE),80s,,1989,95,the-look-redrum-se-greg-j.mp3,the-look-redrum-se-greg-j.mp3,79,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Diana Ross,Upside Down,80s,,1980,110,upside-down-greg-j.mp3,upside-down-greg-j.mp3,35,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Bangles,Walk Like An Egyptian (ReDrum) (SE),80s,,1986,103,walk-like-an-egyptian-redrum-se-greg-j.mp3,walk-like-an-egyptian-redrum-se-greg-j.mp3,36,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Sister Sledge,We Are Family (ReDrum) (SE),70s,,1979,115,we-are-family-redrum-se-greg-j.mp3,we-are-family-redrum-se-greg-j.mp3,37,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,X,Wild Thing (ReDrum) (SE),Alternative,,1989,107,wild-thing-redrum-se-greg-j.mp3,wild-thing-redrum-se-greg-j.mp3,38,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Michael Jackson,You Rock My World (QH),00s,Quick Hitter,2001,95,you-rock-my-world-qh-marty-mar.mp3,you-rock-my-world-qh-marty-mar.mp3,39,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Ohio Players,Fire (QH),70s,Quick Hitter,1974,104,fire-qh-greg-j.mp3,fire-qh-greg-j.mp3,40,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Modest Mouse,Float On (Aca In) (SE),Alternative,,2003,101,float-on-aca-in-se-marty-mar.mp3,float-on-aca-in-se-marty-mar.mp3,41,,0,,Yes,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Def Leppard,Foolin (ReDrum) (SE),Rock,,1983,114,foolin-redrum-se-greg-j.mp3,foolin-redrum-se-greg-j.mp3,42,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Kool & The Gang vs. Busta Rhymes,Get Down (NRC Mix) (QH),,Mashup,,112,get-down-nrc-mix-qh-marty-mar.mp3,get-down-nrc-mix-qh-marty-mar.mp3,43,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Kool & The Gang,Get Down On It (SE),80s,,1981,112,get-down-on-it-se-greg-j.mp3,get-down-on-it-se-greg-j.mp3,44,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Cyndi Lauper vs. Katy Perry,Girls Just Want Friday Fun,,Mashup,,121,girls-just-want-friday-fun-greg-j-mashup.mp3,girls-just-want-friday-fun-greg-j-mashup.mp3,45,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Belinda Carlisle,Heaven is a Place on Earth (ReDrum) (QH),80s,Quick Hitter,1987,113,heaven-is-a-place-on-earth-redrum-qh-greg-j.mp3,heaven-is-a-place-on-earth-redrum-qh-greg-j.mp3,46,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,AC/DC,Highway To Hell (ReDrum) (SE),Rock,,1979,117,highway-to-hell-redrum-se-greg-j.mp3,highway-to-hell-redrum-se-greg-j.mp3,47,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Joan Jett,I Love Rock N Roll (ReDrum),Rock,,1982,87,i-love-rock-n-roll-redrum-greg-j.mp3,i-love-rock-n-roll-redrum-greg-j.mp3,48,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Joan Jett vs. DJ Unk,I Love Walk & Roll,,Segue,,95,i-love-walk-n-roll-greg-j-segue.mp3,i-love-walk-n-roll-greg-j-segue.mp3,49,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Divinyls,I Touch Myself (ReDrum),90s,,1991,109,i-touch-myself-redrum-greg-j.mp3,i-touch-myself-redrum-greg-j.mp3,50,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Bow Wow,I Want Candy (ReDrum) (SE),80s,,1982,109,i-want-candy-redrum-se-greg-j.mp3,i-want-candy-redrum-se-greg-j.mp3,51,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Tom Tom Club vs. 50 Cent,Inferno Of Love  (DIRTY),,Mashup,,100,inferno-of-love-marty-mar-mashup.mp3,inferno-of-love-marty-mar-mashup.mp3,52,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Puff Daddy & The Family,Its All About The Benjamins (Biggie Only) (QH) (DIRTY),Hip-Hop,Quick Hitter,1997,89,its-all-about-the-benjamins-biggie-only-marty-mar-dirty.mp3,its-all-about-the-benjamins-biggie-only-marty-mar-dirty.mp3,53,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Jay-Z,Jigga My Nigga (SE) (DIRTY),Hip-Hop,,1999,90,jigga-my-nigga-se-marty-mar-dirty.mp3,jigga-my-nigga-se-marty-mar-dirty.mp3,54,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Kool & The Gang,Jungle Boogie (SE),70s,,1973,105,jungle-boogie-se-marty-mar.mp3,jungle-boogie-se-marty-mar.mp3,55,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Human League,(Keep Feeling) Fascination (SE),80s,,1983,118,keep-feelin-fascination-se-greg-j.mp3,keep-feelin-fascination-se-greg-j.mp3,56,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Prince,Kiss (SE),80s,,1986,112,kiss-se-greg-j.mp3,kiss-se-greg-j.mp3,57,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Prince,Kiss (QH),80s,Quick Hitter,1986,112,kiss-qh-marty-mar.mp3,kiss-qh-marty-mar.mp3,58,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Los Lobos,La Bamba (Crunk Mix) (SE),80s,,1987,78,la-bamba-crunk-mix-se-greg-j.mp3,la-bamba-crunk-mix-se-greg-j.mp3,59,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Kool & The Gang,Ladies Night (QH),70s,Quick Hitter,1979,110,ladies-night-qh-marty-mar.mp3,ladies-night-qh-marty-mar.mp3,60,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Kool & The Gang,Ladies Night (Where The Ladies At Intro) (QH),70s,Quick Hitter,1979,110,ladies-night-where-the-ladies-at-qh-marty-mar.mp3,ladies-night-where-the-ladies-at-qh-marty-mar.mp3,61,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,James,Laid (ReDrum),Alternative,,1993,117,laid-redrum-greg-j.mp3,laid-redrum-greg-j.mp3,62,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,David Bowie,Lets Dance (ReDrum) (QH),80s,Quick Hitter,1983,114,lets-dance-qh-redrum-greg-j.mp3,lets-dance-qh-redrum-greg-j.mp3,63,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Bangles,Manic Monday (QH),80s,Quick Hitter,1986,121,manic-monday-qh-marty-mar.mp3,manic-monday-qh-marty-mar.mp3,64,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Dire Straits,Money For Nothin (SE),Rock,,1984,125,money-for-nothin-se-greg-j.mp3,money-for-nothin-se-greg-j.mp3,65,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,2 Live Crew,Move Somethin (SE) (DIRTY),Hip-Hop,,1987,125,move-something-se-marty-mar-dirty.mp3,move-something-se-marty-mar-dirty.mp3,66,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Wilson Pickett,Mustang Sally (ReDrum) (SE),60s,,1967,108,mustang-sally-redrum-se-greg-j.mp3,mustang-sally-redrum-se-greg-j.mp3,67,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Guns N Roses,Patience (Hype Mix) (ReDrum),Rock,,1988,118,patience-hype-mix-redrum-greg-j.mp3,patience-hype-mix-redrum-greg-j.mp3,68,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Stone Temple Pilots,Plush (ReDrum),Alternative,,1983,74,plush-redrum-greg-j.mp3,plush-redrum-greg-j.mp3,69,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,Steve Miller Band,Rock N Me (SE),Rock,,1976,118,rock-n-me-se-greg-j.mp3,rock-n-me-se-greg-j.mp3,70,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Ratt,Round and Round (SE),Rock,,1984,127,round-and-round-se-marty-mar.mp3,round-and-round-se-marty-mar.mp3,71,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Johnny Hates Jazz,Shattered Dreams (SE),80s,,1988,120,shattered-dreams-se-marty-mar.mp3,shattered-dreams-se-marty-mar.mp3,72,,0,,,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,The Tubes,Shes a Beauty (ReDrum) (QH),Rock,Quick Hitter,1983,111,shes-a-beauty-redrum-qh-greg-j.mp3,shes-a-beauty-redrum-qh-greg-j.mp3,73,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Beastie Boys,Slow And Low (SE),Alternative,,1986,84,slow-and-low-se-marty-mar.mp3,slow-and-low-se-marty-mar.mp3,74,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Beastie Boys,Slow Ride (SE),Alternative,,1986,97,slow-ride-se-marty-mar.mp3,slow-ride-se-marty-mar.mp3,75,,0,,,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Soul II Soul to Big Boi,Soul II Shutterbug (Aca In),,Segue,,101,soul-ii-shutterbug-aca-in-marty-mar.mp3,soul-ii-shutterbug-aca-in-marty-mar.mp3,76,,0,,Yes,,
7/22/12,DJ Marty Mar,logo-djmartymar.png,Snoop Dogg vs. Bubba Sparxxx,Whats My New Booty (Aca Out),,Mashup,,100,whats-my-new-booty-aca-out-marty-mar.mp3,whats-my-new-booty-aca-out-marty-mar.mp3,77,,0,,Yes,,
7/22/12,DJ Greg J,contributors/logo-djgregj.png,John Parr,St Elmos Fire (ReDrum) (SE),80s,,1985,111,st-elmos-fire-redrum-se-greg-j.mp3,st-elmos-fire-redrum-se-greg-j.mp3,78,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Ice Cube,You Know How We Do It (Remix) (DIRTY),Hip-Hop,,1994,93,you-know-how-we-do-it-remix-dirty-marty-mar.mp3,you-know-how-we-do-it-remix-dirty-marty-mar.mp3,80,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Whodini,5 Minutes Of Funk (QH),Hip-Hop,Quick Hitter,1984,108,5-minutes-of-funk-qh-marty-mar.mp3,5-minutes-of-funk-qh-marty-mar.mp3,81,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Gym Class Heroes,Ass Back Home (Super Clean Edit),10s,,2011,131,ass-back-home-super-clean-edit-marty-mar.mp3,ass-back-home-super-clean-edit-marty-mar.mp3,82,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Alice Deejay,Better Off Alone (QH),90s,Quick Hitter,1998,136,better-off-alone-qh-marty-mar.mp3,better-off-alone-qh-marty-mar.mp3,83,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Peter Gabriel,Big Time,80s,,1986,115,big-time-marty-mar.mp3,big-time-marty-mar.mp3,84,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Dr. Dre vs. Jamie Foxx,Blame It On Dre Day,,Mashup,,92,blame-it-on-dre-day-marty-mar-mashup.mp3,blame-it-on-dre-day-marty-mar-mashup.mp3,85,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Yelle,Ce Jeu (SE),00s,,2008,108,ce-jeu-se-marty-mar.mp3,ce-jeu-se-marty-mar.mp3,86,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Madonna,Cherish (ReDrum) (QH),80s,Quick Hitter,1989,132,cherish-redrum-qh-marty-mar.mp3,cherish-redrum-qh-marty-mar.mp3,87,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,The Cure,Close To Me (Alt Intro/Outro),80s,,1985,92,close-to-me-alt-intro-outro-marty-mar.mp3,close-to-me-alt-intro-outro-marty-mar.mp3,88,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Prince,Cream (SE),90s,,1991,115,cream-se-marty-mar.mp3,cream-se-marty-mar.mp3,89,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Le Tigre,Deceptacon (DFA Remix) (SE),90s,Remix,1990,125,deceptacon-dfa-remix-se-marty-mar.mp3,deceptacon-dfa-remix-se-marty-mar.mp3,90,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Bubba Sparxxx,Deliverance (QH),Hip-Hop,Quick Hitter,2003,92,deliverance-qh-marty-mar.mp3,deliverance-qh-marty-mar.mp3,91,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Jason Derulo vs. Robin S,Dont Wanna Show Me Love,,Mashup,,125,dont-wanna-show-me-love-mashup-marty-mar.mp3,dont-wanna-show-me-love-mashup-marty-mar.mp3,92,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,NWA,Dopeman (Remix) (DIRTY),Hip-Hop,,1987,88,dopeman-remix-dirty-marty-mar.mp3,dopeman-remix-dirty-marty-mar.mp3,93,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Eminem,Drug Ballad (QH) (DIRTY),Hip-Hop,Quick Hitter,2000,104,drug-ballad-qh-dirty-marty-mar.mp3,drug-ballad-qh-dirty-marty-mar.mp3,94,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Taio Cruz vs. Belinda Carlisle,Dynamite Is A Place On Earth,,Mashup,,120,dynamite-is-a-place-on-earth-mashup-marty-mar.mp3,dynamite-is-a-place-on-earth-mashup-marty-mar.mp3,95,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Egyptian Lover,"Egypt, Egypt (SE)",80s,,1984,127,egypt-egypt-se-marty-mar.mp3,egypt-egypt-se-marty-mar.mp3,96,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,C&C Music Factory,Everybody Dance Now (X-Mind Remix) (Re-Edit),90s,Remix,1990,128,everybody-dance-now-remix-marty-mar.mp3,everybody-dance-now-remix-marty-mar.mp3,97,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,George Michael,Faith (SE),80s,,1987,95,faith-se-marty-mar.mp3,faith-se-marty-mar.mp3,98,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Fat Boys,Fat Boys (SE),Hip-Hop,,1984,99,fat-boys-se-marty-mar.mp3,fat-boys-se-marty-mar.mp3,99,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Max-A-Million,Fatboy (SE),90s,,1995,126,fatboy-se-marty-mar.mp3,fatboy-se-marty-mar.mp3,100,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Bar-Kays,Freakshow On The Dance Floor (SE),80s,,1984,130,freakshow-on-the-dance-floor-se-marty-mar.mp3,freakshow-on-the-dance-floor-se-marty-mar.mp3,101,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Bar-Kays vs. Tag Team,Freakshow There It Is,,Mashup,,130,freakshow-there-it-is-mashup-marty-mar.mp3,freakshow-there-it-is-mashup-marty-mar.mp3,102,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Pharrell,Frontin (QH),Hip-Hop,Quick Hitter,2003,102,frontin-qh-marty-mar.mp3,frontin-qh-marty-mar.mp3,103,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Kool & The Gang,Get Down On It (QH),80s,Quick Hitter,1981,108,get-down-on-it-qh-marty-mar.mp3,get-down-on-it-qh-marty-mar.mp3,104,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Rick James vs. Michael Jackson,Give It To Billie Jean,,Mashup,,120,give-it-to-billie-jean-mashup-marty-mar.mp3,give-it-to-billie-jean-mashup-marty-mar.mp3,105,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Green Day vs. Yung Joc,Goin Down (QH) (Aca Out) (MadMethod Mashup) (DIRTY),,Mashup,,78,goin-down-qh-aca-out-mashup-dirty-marty-mar.mp3,goin-down-qh-aca-out-mashup-dirty-marty-mar.mp3,106,,0,,Yes,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Notorious BIG,Going Back to Cali (DIRTY),Hip-Hop,,1998,99,goin-back-to-cali-dirty-marty-mar.mp3,goin-back-to-cali-dirty-marty-mar.mp3,107,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Notorious BIG,Going Back to Cali SE) (DIRTY),Hip-Hop,,1998,99,goin-back-to-cali-se-dirty-marty-mar.mp3,goin-back-to-cali-se-dirty-marty-mar.mp3,108,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,New Kids on the Block,Hangin Tough (Tipsy Beat ReDrum) (QH),80s,Quick Hitter,1989,91,hangin-tough-tipsy-beats-qh-marty-mar.mp3,hangin-tough-tipsy-beats-qh-marty-mar.mp3,109,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Whodini,Haunted House Of Rock (SE),Hip-Hop,,1983,107,haunted-house-of-rock-se-marty-mar.mp3,haunted-house-of-rock-se-marty-mar.mp3,110,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Lisa Lisa & The Cult Jam,Head To Toe (ReDrum) (QH),80s,Quick Hitter,1986,113,head-to-toe-redrum-qh-marty-mar.mp3,head-to-toe-redrum-qh-marty-mar.mp3,111,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,En Vogue,Hold On (SE),R&B,,1990,96,hold-on-se-marty-mar.mp3,hold-on-se-marty-mar.mp3,112,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,En Vogue vs. 50 Cent,Hold On Justa Lil Bit (DIRTY),,Mashup,,96,hold-on-justa-lil-bit-dirty-marty-mar.mp3,hold-on-justa-lil-bit-dirty-marty-mar.mp3,113,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Simply Red,Holding Back The Years (SE),80s,,1985,86,holding-back-the-years-se-marty-mar.mp3,holding-back-the-years-se-marty-mar.mp3,114,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Wiz Khalifa vs. Gorilla Zoe,Hood & Yellow (DIRTY),,Mashup,,88,hood-yellow-dirty-mashup-marty-mar.mp3,hood-yellow-dirty-mashup-marty-mar.mp3,115,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,2Pac,How Do You Want It,Hip-Hop,,1996,92,how-do-you-want-it-marty-mar.mp3,how-do-you-want-it-marty-mar.mp3,116,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Notorious BIG,Hypnotize (QH) (DIRTY),Hip-Hop,Quick Hitter,1996,94,hypnotize-qh-dirty-marty-mar.mp3,hypnotize-qh-dirty-marty-mar.mp3,117,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Calvin Harris vs. Pink,I Feel So Party,,Mashup,,128,i-feel-so-party-mashup-marty-mar.mp3,i-feel-so-party-mashup-marty-mar.mp3,118,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Marilyn Manson,I Dont Like The Drugs (But The Drugs Like Me) (SE),Alternative,,1999,93,i-dont-like-drugs-se-marty-mar.mp3,i-dont-like-drugs-se-marty-mar.mp3,119,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Tin Tin,Kiss Me (SE),80s,,1982,123,kiss-me-se-marty-mar.mp3,kiss-me-se-marty-mar.mp3,120,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Paula Abdul,Knocked Out (SE),80s,,1988,116,knocked-out-se-marty-mar.mp3,knocked-out-se-marty-mar.mp3,121,,0,,,,
7/23/12,DJ Marty Mar,logo-djmartymar.png,Haircut 100,Love Plus One (SE),80s,,1982,136,love-plus-one-se-marty-mar.mp3,love-plus-one-se-marty-mar.mp3,122,,0,,,,
